Seed,TotalPay,BonusPay,Bonus,FreeSpins,Progressive,Category,Freq,ProgressiveBonus
21688,240,0,0,0,0,0,100,0
21689,120,0,0,0,0,0,100,0
21693,30,0,0,0,0,0,100,0
21696,70,0,0,0,0,0,100,0
21697,110,0,0,0,0,0,100,0
21698,70,0,0,0,0,0,100,0
21699,20,0,0,0,0,0,100,0
21700,20,0,0,0,0,0,100,0
21701,360,0,0,0,0,0,100,0
21702,180,0,0,0,0,0,100,0
21705,40,0,0,0,0,0,100,0
21707,30,0,0,0,0,0,100,0
21708,90,0,0,0,0,0,100,0
21709,60,0,0,0,0,0,100,0
21719,120,0,0,0,0,0,100,0
21720,120,0,0,0,0,0,100,0
21721,60,0,0,0,0,0,100,0
21723,50,0,0,0,0,0,100,0
21724,40,0,0,0,0,0,100,0
21726,80,0,0,0,0,0,100,0
21733,110,0,0,0,0,0,100,0
21734,20,0,0,0,0,0,100,0
21736,40,0,0,0,0,0,100,0
21737,1300,0,0,0,0,0,100,0
21740,60,0,0,0,0,0,100,0
21742,460,0,0,0,0,0,100,0
21745,60,0,0,0,0,0,100,0
21746,60,0,0,0,0,0,100,0
21747,360,0,0,0,0,0,100,0
21748,20,0,0,0,0,0,100,0
21749,90,0,0,0,0,0,100,0
21750,20,0,0,0,0,0,100,0
21757,40,0,0,0,0,0,100,0
21761,60,0,0,0,0,0,100,0
21765,90,0,0,0,0,0,100,0
21767,30,0,0,0,0,0,100,0
21768,60,0,0,0,0,0,100,0
21769,240,0,0,0,0,0,100,0
21772,80,0,0,0,0,0,100,0
21776,80,0,0,0,0,0,100,0
21777,60,0,0,0,0,0,100,0
21778,60,0,0,0,0,0,100,0
21785,90,0,0,0,0,0,100,0
21787,30,0,0,0,0,0,100,0
21789,60,0,0,0,0,0,100,0
21790,80,0,0,0,0,0,100,0
21791,30,0,0,0,0,0,100,0
21793,360,0,0,0,0,0,100,0
21797,40,0,0,0,0,0,100,0
21801,60,0,0,0,0,0,100,0
21803,20,0,0,0,0,0,100,0
21804,30,0,0,0,0,0,100,0
21807,20,0,0,0,0,0,100,0
21810,50,0,0,0,0,0,100,0
21812,30,0,0,0,0,0,100,0
21813,60,0,0,0,0,0,100,0
21818,110,0,0,0,0,0,100,0
21819,20,0,0,0,0,0,100,0
21820,110,0,0,0,0,0,100,0
21822,150,0,0,0,0,0,100,0
21823,90,0,0,0,0,0,100,0
21826,270,0,0,0,0,0,100,0
21830,20,0,0,0,0,0,100,0
21831,170,0,0,0,0,0,100,0
21832,90,0,0,0,0,0,100,0
21833,90,0,0,0,0,0,100,0
21837,40,0,0,0,0,0,100,0
21838,360,0,0,0,0,0,100,0
21844,40,0,0,0,0,0,100,0
21845,50,0,0,0,0,0,100,0
21846,80,0,0,0,0,0,100,0
21849,40,0,0,0,0,0,100,0
21850,70,0,0,0,0,0,100,0
21852,50,0,0,0,0,0,100,0
21854,20,0,0,0,0,0,100,0
21856,120,0,0,0,0,0,100,0
21859,100,0,0,0,0,0,100,0
21861,60,0,0,0,0,0,100,0
21866,60,0,0,0,0,0,100,0
21867,20,0,0,0,0,0,100,0
21869,170,0,0,0,0,0,100,0
21872,110,0,0,0,0,0,100,0
21873,80,0,0,0,0,0,100,0
21875,700,0,0,0,0,0,100,0
21876,150,0,0,0,0,0,100,0
21878,50,0,0,0,0,0,100,0
21884,20,0,0,0,0,0,100,0
21885,90,0,0,0,0,0,100,0
21886,20,0,0,0,0,0,100,0
21888,360,0,0,0,0,0,100,0
21889,70,0,0,0,0,0,100,0
21892,350,0,0,0,0,0,100,0
21894,150,0,0,0,0,0,100,0
21895,60,0,0,0,0,0,100,0
21896,240,0,0,0,0,0,100,0
21897,240,0,0,0,0,0,100,0
21898,30,0,0,0,0,0,100,0
21901,40,0,0,0,0,0,100,0
21903,130,0,0,0,0,0,100,0
21906,70,0,0,0,0,0,100,0
21907,20,0,0,0,0,0,100,0
21909,60,0,0,0,0,0,100,0
21910,40,0,0,0,0,0,100,0
21913,20,0,0,0,0,0,100,0
21916,60,0,0,0,0,0,100,0
21917,90,0,0,0,0,0,100,0
21918,40,0,0,0,0,0,100,0
21919,90,0,0,0,0,0,100,0
21920,160,0,0,0,0,0,100,0
21922,20,0,0,0,0,0,100,0
21923,60,0,0,0,0,0,100,0
21925,240,0,0,0,0,0,100,0
21927,30,0,0,0,0,0,100,0
21928,90,0,0,0,0,0,100,0
21932,30,0,0,0,0,0,100,0
21933,200,0,0,0,0,0,100,0
21935,90,0,0,0,0,0,100,0
21936,200,0,0,0,0,0,100,0
21937,30,0,0,0,0,0,100,0
21938,90,0,0,0,0,0,100,0
21939,60,0,0,0,0,0,100,0
21940,30,0,0,0,0,0,100,0
21942,80,0,0,0,0,0,100,0
21943,20,0,0,0,0,0,100,0
21944,30,0,0,0,0,0,100,0
21945,180,0,0,0,0,0,100,0
21946,50,0,0,0,0,0,100,0
21947,30,0,0,0,0,0,100,0
21948,80,0,0,0,0,0,100,0
21949,120,0,0,0,0,0,100,0
21950,30,0,0,0,0,0,100,0
21951,60,0,0,0,0,0,100,0
21952,40,0,0,0,0,0,100,0
21953,220,0,0,0,0,0,100,0
21958,4000,0,0,0,0,0,100,0
21959,140,0,0,0,0,0,100,0
21961,90,0,0,0,0,0,100,0
21962,100,0,0,0,0,0,100,0
21963,80,0,0,0,0,0,100,0
21965,40,0,0,0,0,0,100,0
21968,40,0,0,0,0,0,100,0
21972,30,0,0,0,0,0,100,0
21973,90,0,0,0,0,0,100,0
21974,20,0,0,0,0,0,100,0
21978,40,0,0,0,0,0,100,0
21984,80,0,0,0,0,0,100,0
21985,20,0,0,0,0,0,100,0
21987,30,0,0,0,0,0,100,0
21988,60,0,0,0,0,0,100,0
21990,2310,0,0,0,0,0,100,0
21992,120,0,0,0,0,0,100,0
21996,240,0,0,0,0,0,100,0
21997,20,0,0,0,0,0,100,0
22002,100,0,0,0,0,0,100,0
22003,40,0,0,0,0,0,100,0
22006,80,0,0,0,0,0,100,0
22007,360,0,0,0,0,0,100,0
22008,40,0,0,0,0,0,100,0
22010,150,0,0,0,0,0,100,0
22011,20,0,0,0,0,0,100,0
22016,120,0,0,0,0,0,100,0
22018,300,0,0,0,0,0,100,0
22023,30,0,0,0,0,0,100,0
22024,60,0,0,0,0,0,100,0
22025,60,0,0,0,0,0,100,0
22026,80,0,0,0,0,0,100,0
22027,60,0,0,0,0,0,100,0
22028,20,0,0,0,0,0,100,0
22030,60,0,0,0,0,0,100,0
22033,20,0,0,0,0,0,100,0
22036,140,0,0,0,0,0,100,0
22041,90,0,0,0,0,0,100,0
22045,60,0,0,0,0,0,100,0
22046,200,0,0,0,0,0,100,0
22047,30,0,0,0,0,0,100,0
22049,60,0,0,0,0,0,100,0
22051,310,0,0,0,0,0,100,0
22052,50,0,0,0,0,0,100,0
22054,100,0,0,0,0,0,100,0
22056,360,0,0,0,0,0,100,0
22058,100,0,0,0,0,0,100,0
22060,20,0,0,0,0,0,100,0
22061,60,0,0,0,0,0,100,0
22062,70,0,0,0,0,0,100,0
22064,140,0,0,0,0,0,100,0
22067,2160,0,0,0,0,0,100,0
22070,110,0,0,0,0,0,100,0
22071,60,0,0,0,0,0,100,0
22073,100,0,0,0,0,0,100,0
22075,80,0,0,0,0,0,100,0
22077,20,0,0,0,0,0,100,0
22078,60,0,0,0,0,0,100,0
22085,20,0,0,0,0,0,100,0
22087,360,0,0,0,0,0,100,0
22093,30,0,0,0,0,0,100,0
22097,370,0,0,0,0,0,100,0
22098,120,0,0,0,0,0,100,0
22100,80,0,0,0,0,0,100,0
22101,60,0,0,0,0,0,100,0
22102,80,0,0,0,0,0,100,0
22107,80,0,0,0,0,0,100,0
22108,20,0,0,0,0,0,100,0
22110,220,0,0,0,0,0,100,0
22111,30,0,0,0,0,0,100,0
22112,60,0,0,0,0,0,100,0
22118,20,0,0,0,0,0,100,0
22119,80,0,0,0,0,0,100,0
22123,460,0,0,0,0,0,100,0
22126,90,0,0,0,0,0,100,0
22127,270,0,0,0,0,0,100,0
22128,20,0,0,0,0,0,100,0
22129,360,0,0,0,0,0,100,0
22130,90,0,0,0,0,0,100,0
22131,60,0,0,0,0,0,100,0
22132,30,0,0,0,0,0,100,0
22133,80,0,0,0,0,0,100,0
22135,20,0,0,0,0,0,100,0
22136,110,0,0,0,0,0,100,0
22138,20,0,0,0,0,0,100,0
22143,110,0,0,0,0,0,100,0
22144,200,0,0,0,0,0,100,0
22145,180,0,0,0,0,0,100,0
22147,530,0,0,0,0,0,100,0
22148,100,0,0,0,0,0,100,0
22151,160,0,0,0,0,0,100,0
22153,20,0,0,0,0,0,100,0
22154,90,0,0,0,0,0,100,0
22157,50,0,0,0,0,0,100,0
22160,40,0,0,0,0,0,100,0
22163,170,0,0,0,0,0,100,0
22168,50,0,0,0,0,0,100,0
22172,60,0,0,0,0,0,100,0
22174,160,0,0,0,0,0,100,0
22176,60,0,0,0,0,0,100,0
22178,200,0,0,0,0,0,100,0
22179,50,0,0,0,0,0,100,0
22180,40,0,0,0,0,0,100,0
22181,360,0,0,0,0,0,100,0
22182,40,0,0,0,0,0,100,0
22183,90,0,0,0,0,0,100,0
22187,280,0,0,0,0,0,100,0
22188,100,0,0,0,0,0,100,0
22189,40,0,0,0,0,0,100,0
22191,560,0,0,0,0,0,100,0
22197,80,0,0,0,0,0,100,0
22199,50,0,0,0,0,0,100,0
22200,80,0,0,0,0,0,100,0
22207,60,0,0,0,0,0,100,0
22208,80,0,0,0,0,0,100,0
22210,90,0,0,0,0,0,100,0
22211,40,0,0,0,0,0,100,0
22212,140,0,0,0,0,0,100,0
22216,110,0,0,0,0,0,100,0
22222,60,0,0,0,0,0,100,0
22224,60,0,0,0,0,0,100,0
22225,100,0,0,0,0,0,100,0
22226,40,0,0,0,0,0,100,0
22227,20,0,0,0,0,0,100,0
22231,210,0,0,0,0,0,100,0
22232,80,0,0,0,0,0,100,0
22233,170,0,0,0,0,0,100,0
22235,30,0,0,0,0,0,100,0
22238,90,0,0,0,0,0,100,0
22239,60,0,0,0,0,0,100,0
22240,30,0,0,0,0,0,100,0
22241,30,0,0,0,0,0,100,0
22244,260,0,0,0,0,0,100,0
22245,20,0,0,0,0,0,100,0
22246,110,0,0,0,0,0,100,0
22249,250,0,0,0,0,0,100,0
22250,40,0,0,0,0,0,100,0
22251,70,0,0,0,0,0,100,0
22252,360,0,0,0,0,0,100,0
22259,230,0,0,0,0,0,100,0
22260,290,0,0,0,0,0,100,0
22261,110,0,0,0,0,0,100,0
22263,120,0,0,0,0,0,100,0
22264,40,0,0,0,0,0,100,0
22266,60,0,0,0,0,0,100,0
22272,60,0,0,0,0,0,100,0
22274,90,0,0,0,0,0,100,0
22275,30,0,0,0,0,0,100,0
22276,740,0,0,0,0,0,100,0
22280,240,0,0,0,0,0,100,0
22284,80,0,0,0,0,0,100,0
22291,20,0,0,0,0,0,100,0
22293,270,0,0,0,0,0,100,0
22297,240,0,0,0,0,0,100,0
22298,30,0,0,0,0,0,100,0
22300,90,0,0,0,0,0,100,0
22302,60,0,0,0,0,0,100,0
22303,30,0,0,0,0,0,100,0
22305,150,0,0,0,0,0,100,0
22312,30,0,0,0,0,0,100,0
22314,30,0,0,0,0,0,100,0
22318,200,0,0,0,0,0,100,0
22320,300,0,0,0,0,0,100,0
22321,90,0,0,0,0,0,100,0
22329,120,0,0,0,0,0,100,0
22331,20,0,0,0,0,0,100,0
22336,110,0,0,0,0,0,100,0
22337,30,0,0,0,0,0,100,0
22340,530,0,0,0,0,0,100,0
22341,120,0,0,0,0,0,100,0
22343,20,0,0,0,0,0,100,0
22349,2180,0,0,0,0,0,100,0
22353,60,0,0,0,0,0,100,0
22355,60,0,0,0,0,0,100,0
22356,80,0,0,0,0,0,100,0
22357,20,0,0,0,0,0,100,0
22358,40,0,0,0,0,0,100,0
22360,360,0,0,0,0,0,100,0
22361,30,0,0,0,0,0,100,0
22363,260,0,0,0,0,0,100,0
22364,20,0,0,0,0,0,100,0
22368,30,0,0,0,0,0,100,0
22371,420,0,0,0,0,0,100,0
22373,60,0,0,0,0,0,100,0
22374,90,0,0,0,0,0,100,0
22375,90,0,0,0,0,0,100,0
22378,540,0,0,0,0,0,100,0
22380,60,0,0,0,0,0,100,0
22381,70,0,0,0,0,0,100,0
22383,150,0,0,0,0,0,100,0
22386,20,0,0,0,0,0,100,0
22392,50,0,0,0,0,0,100,0
22393,110,0,0,0,0,0,100,0
22394,110,0,0,0,0,0,100,0
22398,30,0,0,0,0,0,100,0
22400,40,0,0,0,0,0,100,0
22401,40,0,0,0,0,0,100,0
22408,50,0,0,0,0,0,100,0
22409,20,0,0,0,0,0,100,0
22410,20,0,0,0,0,0,100,0
22414,90,0,0,0,0,0,100,0
22416,30,0,0,0,0,0,100,0
22417,140,0,0,0,0,0,100,0
22418,80,0,0,0,0,0,100,0
22421,60,0,0,0,0,0,100,0
22423,140,0,0,0,0,0,100,0
22425,120,0,0,0,0,0,100,0
22426,60,0,0,0,0,0,100,0
22427,30,0,0,0,0,0,100,0
22428,140,0,0,0,0,0,100,0
22429,360,0,0,0,0,0,100,0
22431,90,0,0,0,0,0,100,0
22432,70,0,0,0,0,0,100,0
22439,80,0,0,0,0,0,100,0
22442,220,0,0,0,0,0,100,0
22444,170,0,0,0,0,0,100,0
22445,360,0,0,0,0,0,100,0
22446,2160,0,0,0,0,0,100,0
22447,120,0,0,0,0,0,100,0
22450,60,0,0,0,0,0,100,0
22451,280,0,0,0,0,0,100,0
22452,20,0,0,0,0,0,100,0
22453,40,0,0,0,0,0,100,0
22455,60,0,0,0,0,0,100,0
22457,30,0,0,0,0,0,100,0
22459,260,0,0,0,0,0,100,0
22462,30,0,0,0,0,0,100,0
22465,240,0,0,0,0,0,100,0
22470,30,0,0,0,0,0,100,0
22474,90,0,0,0,0,0,100,0
22476,40,0,0,0,0,0,100,0
22480,20,0,0,0,0,0,100,0
22481,30,0,0,0,0,0,100,0
22482,20,0,0,0,0,0,100,0
22484,90,0,0,0,0,0,100,0
22486,80,0,0,0,0,0,100,0
22490,20,0,0,0,0,0,100,0
22496,110,0,0,0,0,0,100,0
22499,200,0,0,0,0,0,100,0
22500,40,0,0,0,0,0,100,0
22501,110,0,0,0,0,0,100,0
22502,60,0,0,0,0,0,100,0
22503,60,0,0,0,0,0,100,0
22505,60,0,0,0,0,0,100,0
22506,60,0,0,0,0,0,100,0
22507,200,0,0,0,0,0,100,0
22508,40,0,0,0,0,0,100,0
22509,620,0,0,0,0,0,100,0
22510,140,0,0,0,0,0,100,0
22512,20,0,0,0,0,0,100,0
22513,30,0,0,0,0,0,100,0
22516,40,0,0,0,0,0,100,0
22519,140,0,0,0,0,0,100,0
22524,380,0,0,0,0,0,100,0
22532,60,0,0,0,0,0,100,0
22534,20,0,0,0,0,0,100,0
22535,240,0,0,0,0,0,100,0
22536,30,0,0,0,0,0,100,0
22538,120,0,0,0,0,0,100,0
22539,40,0,0,0,0,0,100,0
22540,60,0,0,0,0,0,100,0
22541,20,0,0,0,0,0,100,0
22544,80,0,0,0,0,0,100,0
22547,260,0,0,0,0,0,100,0
22548,150,0,0,0,0,0,100,0
22550,1220,0,0,0,0,0,100,0
22553,80,0,0,0,0,0,100,0
22555,20,0,0,0,0,0,100,0
22556,90,0,0,0,0,0,100,0
22559,20,0,0,0,0,0,100,0
22564,60,0,0,0,0,0,100,0
22566,80,0,0,0,0,0,100,0
22570,20,0,0,0,0,0,100,0
22571,200,0,0,0,0,0,100,0
22572,20,0,0,0,0,0,100,0
22574,60,0,0,0,0,0,100,0
22579,360,0,0,0,0,0,100,0
22581,40,0,0,0,0,0,100,0
22584,60,0,0,0,0,0,100,0
22585,80,0,0,0,0,0,100,0
22587,50,0,0,0,0,0,100,0
22590,40,0,0,0,0,0,100,0
22591,90,0,0,0,0,0,100,0
22592,80,0,0,0,0,0,100,0
22593,20,0,0,0,0,0,100,0
22595,160,0,0,0,0,0,100,0
22597,20,0,0,0,0,0,100,0
22598,20,0,0,0,0,0,100,0
22601,20,0,0,0,0,0,100,0
22602,60,0,0,0,0,0,100,0
22603,20,0,0,0,0,0,100,0
22605,20,0,0,0,0,0,100,0
22606,20,0,0,0,0,0,100,0
22610,80,0,0,0,0,0,100,0
22611,70,0,0,0,0,0,100,0
22612,120,0,0,0,0,0,100,0
22613,30,0,0,0,0,0,100,0
22614,240,0,0,0,0,0,100,0
22615,160,0,0,0,0,0,100,0
22616,40,0,0,0,0,0,100,0
22617,20,0,0,0,0,0,100,0
22619,20,0,0,0,0,0,100,0
22620,290,0,0,0,0,0,100,0
22621,30,0,0,0,0,0,100,0
22623,40,0,0,0,0,0,100,0
22624,30,0,0,0,0,0,100,0
22628,110,0,0,0,0,0,100,0
22630,1560,0,0,0,0,0,100,0
22633,110,0,0,0,0,0,100,0
22637,60,0,0,0,0,0,100,0
22638,20,0,0,0,0,0,100,0
22639,260,0,0,0,0,0,100,0
22644,80,0,0,0,0,0,100,0
22649,60,0,0,0,0,0,100,0
22650,60,0,0,0,0,0,100,0
22651,50,0,0,0,0,0,100,0
22654,110,0,0,0,0,0,100,0
22655,40,0,0,0,0,0,100,0
22656,260,0,0,0,0,0,100,0
22657,180,0,0,0,0,0,100,0
22658,60,0,0,0,0,0,100,0
22659,170,0,0,0,0,0,100,0
22660,40,0,0,0,0,0,100,0
22661,30,0,0,0,0,0,100,0
22662,70,0,0,0,0,0,100,0
22665,20,0,0,0,0,0,100,0
22666,40,0,0,0,0,0,100,0
22668,20,0,0,0,0,0,100,0
22669,240,0,0,0,0,0,100,0
22671,60,0,0,0,0,0,100,0
22672,90,0,0,0,0,0,100,0
22674,60,0,0,0,0,0,100,0
22675,110,0,0,0,0,0,100,0
22677,160,0,0,0,0,0,100,0
22678,60,0,0,0,0,0,100,0
22679,60,0,0,0,0,0,100,0
22682,70,0,0,0,0,0,100,0
22685,80,0,0,0,0,0,100,0
22687,30,0,0,0,0,0,100,0
22688,30,0,0,0,0,0,100,0
22691,80,0,0,0,0,0,100,0
22692,120,0,0,0,0,0,100,0
22693,170,0,0,0,0,0,100,0
22694,80,0,0,0,0,0,100,0
22695,80,0,0,0,0,0,100,0
22702,40,0,0,0,0,0,100,0
22703,30,0,0,0,0,0,100,0
22704,110,0,0,0,0,0,100,0
22710,40,0,0,0,0,0,100,0
22713,20,0,0,0,0,0,100,0
22715,260,0,0,0,0,0,100,0
22721,100,0,0,0,0,0,100,0
22722,60,0,0,0,0,0,100,0
22723,660,0,0,0,0,0,100,0
22725,90,0,0,0,0,0,100,0
22727,150,0,0,0,0,0,100,0
22728,80,0,0,0,0,0,100,0
22732,20,0,0,0,0,0,100,0
22736,60,0,0,0,0,0,100,0
22737,40,0,0,0,0,0,100,0
22738,30,0,0,0,0,0,100,0
22742,360,0,0,0,0,0,100,0
22743,60,0,0,0,0,0,100,0
22747,80,0,0,0,0,0,100,0
22748,60,0,0,0,0,0,100,0
22749,20,0,0,0,0,0,100,0
22756,60,0,0,0,0,0,100,0
22758,50,0,0,0,0,0,100,0
22760,30,0,0,0,0,0,100,0
22764,2040,0,0,0,0,0,100,0
22765,40,0,0,0,0,0,100,0
22770,80,0,0,0,0,0,100,0
22773,140,0,0,0,0,0,100,0
22778,120,0,0,0,0,0,100,0
22784,90,0,0,0,0,0,100,0
22786,80,0,0,0,0,0,100,0
22787,30,0,0,0,0,0,100,0
22789,70,0,0,0,0,0,100,0
22790,60,0,0,0,0,0,100,0
22794,30,0,0,0,0,0,100,0
22795,90,0,0,0,0,0,100,0
22796,140,0,0,0,0,0,100,0
22797,120,0,0,0,0,0,100,0
22799,80,0,0,0,0,0,100,0
22802,90,0,0,0,0,0,100,0
22804,40,0,0,0,0,0,100,0
22806,140,0,0,0,0,0,100,0
22815,90,0,0,0,0,0,100,0
22816,40,0,0,0,0,0,100,0
22820,80,0,0,0,0,0,100,0
22821,30,0,0,0,0,0,100,0
22822,60,0,0,0,0,0,100,0
22830,140,0,0,0,0,0,100,0
22834,140,0,0,0,0,0,100,0
22836,60,0,0,0,0,0,100,0
22837,30,0,0,0,0,0,100,0
22839,40,0,0,0,0,0,100,0
22840,220,0,0,0,0,0,100,0
22843,110,0,0,0,0,0,100,0
22844,80,0,0,0,0,0,100,0
22845,140,0,0,0,0,0,100,0
22847,20,0,0,0,0,0,100,0
22849,60,0,0,0,0,0,100,0
22851,40,0,0,0,0,0,100,0
22852,20,0,0,0,0,0,100,0
22853,560,0,0,0,0,0,100,0
22860,220,0,0,0,0,0,100,0
22862,60,0,0,0,0,0,100,0
22865,2060,0,0,0,0,0,100,0
22866,80,0,0,0,0,0,100,0
22867,260,0,0,0,0,0,100,0
22869,60,0,0,0,0,0,100,0
22870,160,0,0,0,0,0,100,0
22871,50,0,0,0,0,0,100,0
22874,70,0,0,0,0,0,100,0
22875,140,0,0,0,0,0,100,0
22876,80,0,0,0,0,0,100,0
22879,260,0,0,0,0,0,100,0
22880,350,0,0,0,0,0,100,0
22881,20,0,0,0,0,0,100,0
22882,30,0,0,0,0,0,100,0
22889,250,0,0,0,0,0,100,0
22890,80,0,0,0,0,0,100,0
22897,20,0,0,0,0,0,100,0
22898,40,0,0,0,0,0,100,0
22900,30,0,0,0,0,0,100,0
22903,80,0,0,0,0,0,100,0
22904,80,0,0,0,0,0,100,0
22908,260,0,0,0,0,0,100,0
22910,30,0,0,0,0,0,100,0
22911,40,0,0,0,0,0,100,0
22916,60,0,0,0,0,0,100,0
22918,150,0,0,0,0,0,100,0
22922,40,0,0,0,0,0,100,0
22924,50,0,0,0,0,0,100,0
22928,20,0,0,0,0,0,100,0
22929,20,0,0,0,0,0,100,0
22932,100,0,0,0,0,0,100,0
22934,2080,0,0,0,0,0,100,0
22935,80,0,0,0,0,0,100,0
22936,60,0,0,0,0,0,100,0
22937,170,0,0,0,0,0,100,0
22938,50,0,0,0,0,0,100,0
22939,90,0,0,0,0,0,100,0
22948,340,0,0,0,0,0,100,0
22951,40,0,0,0,0,0,100,0
22952,30,0,0,0,0,0,100,0
22953,90,0,0,0,0,0,100,0
22962,60,0,0,0,0,0,100,0
22965,60,0,0,0,0,0,100,0
22966,240,0,0,0,0,0,100,0
22968,70,0,0,0,0,0,100,0
22971,80,0,0,0,0,0,100,0
22972,350,0,0,0,0,0,100,0
22973,40,0,0,0,0,0,100,0
22975,270,0,0,0,0,0,100,0
22977,90,0,0,0,0,0,100,0
22978,80,0,0,0,0,0,100,0
22982,180,0,0,0,0,0,100,0
22983,90,0,0,0,0,0,100,0
22985,230,0,0,0,0,0,100,0
22987,60,0,0,0,0,0,100,0
22995,60,0,0,0,0,0,100,0
22996,30,0,0,0,0,0,100,0
22999,90,0,0,0,0,0,100,0
23000,110,0,0,0,0,0,100,0
23005,240,0,0,0,0,0,100,0
23009,20,0,0,0,0,0,100,0
23012,1050,0,0,0,0,0,100,0
23013,90,0,0,0,0,0,100,0
23014,30,0,0,0,0,0,100,0
23016,40,0,0,0,0,0,100,0
23022,170,0,0,0,0,0,100,0
23024,60,0,0,0,0,0,100,0
23027,60,0,0,0,0,0,100,0
23028,30,0,0,0,0,0,100,0
23037,90,0,0,0,0,0,100,0
23039,60,0,0,0,0,0,100,0
23040,60,0,0,0,0,0,100,0
23042,300,0,0,0,0,0,100,0
23043,30,0,0,0,0,0,100,0
23047,250,0,0,0,0,0,100,0
23048,20,0,0,0,0,0,100,0
23050,90,0,0,0,0,0,100,0
23051,60,0,0,0,0,0,100,0
23052,2380,0,0,0,0,0,100,0
23054,250,0,0,0,0,0,100,0
23058,90,0,0,0,0,0,100,0
23062,300,0,0,0,0,0,100,0
23064,90,0,0,0,0,0,100,0
23065,120,0,0,0,0,0,100,0
23067,100,0,0,0,0,0,100,0
23068,40,0,0,0,0,0,100,0
23071,20,0,0,0,0,0,100,0
23072,120,0,0,0,0,0,100,0
23075,60,0,0,0,0,0,100,0
23076,60,0,0,0,0,0,100,0
23078,2020,0,0,0,0,0,100,0
23082,20,0,0,0,0,0,100,0
23083,20,0,0,0,0,0,100,0
23085,90,0,0,0,0,0,100,0
23086,90,0,0,0,0,0,100,0
23089,90,0,0,0,0,0,100,0
23092,20,0,0,0,0,0,100,0
23096,80,0,0,0,0,0,100,0
23097,240,0,0,0,0,0,100,0
23098,60,0,0,0,0,0,100,0
23099,80,0,0,0,0,0,100,0
23100,240,0,0,0,0,0,100,0
23102,60,0,0,0,0,0,100,0
23103,60,0,0,0,0,0,100,0
23105,90,0,0,0,0,0,100,0
23106,190,0,0,0,0,0,100,0
23108,80,0,0,0,0,0,100,0
23110,330,0,0,0,0,0,100,0
23111,80,0,0,0,0,0,100,0
23113,60,0,0,0,0,0,100,0
23114,80,0,0,0,0,0,100,0
23115,80,0,0,0,0,0,100,0
23117,230,0,0,0,0,0,100,0
23120,260,0,0,0,0,0,100,0
23123,180,0,0,0,0,0,100,0
23131,410,0,0,0,0,0,100,0
23132,80,0,0,0,0,0,100,0
23133,60,0,0,0,0,0,100,0
23134,20,0,0,0,0,0,100,0
23136,270,0,0,0,0,0,100,0
23138,20,0,0,0,0,0,100,0
23139,360,0,0,0,0,0,100,0
23141,2230,0,0,0,0,0,100,0
23145,420,0,0,0,0,0,100,0
23146,20,0,0,0,0,0,100,0
23152,30,0,0,0,0,0,100,0
23153,30,0,0,0,0,0,100,0
23158,50,0,0,0,0,0,100,0
23161,40,0,0,0,0,0,100,0
23162,20,0,0,0,0,0,100,0
23163,80,0,0,0,0,0,100,0
23165,30,0,0,0,0,0,100,0
23167,120,0,0,0,0,0,100,0
23168,1520,0,0,0,0,0,100,0
23172,60,0,0,0,0,0,100,0
23174,90,0,0,0,0,0,100,0
23175,80,0,0,0,0,0,100,0
23176,490,0,0,0,0,0,100,0
23179,80,0,0,0,0,0,100,0
23180,120,0,0,0,0,0,100,0
23183,240,0,0,0,0,0,100,0
23188,100,0,0,0,0,0,100,0
23190,2040,0,0,0,0,0,100,0
23191,120,0,0,0,0,0,100,0
23192,80,0,0,0,0,0,100,0
23195,580,0,0,0,0,0,100,0
23200,100,0,0,0,0,0,100,0
23202,80,0,0,0,0,0,100,0
23204,60,0,0,0,0,0,100,0
23209,80,0,0,0,0,0,100,0
23210,190,0,0,0,0,0,100,0
23211,250,0,0,0,0,0,100,0
23217,30,0,0,0,0,0,100,0
23221,240,0,0,0,0,0,100,0
23222,50,0,0,0,0,0,100,0
23223,90,0,0,0,0,0,100,0
23224,20,0,0,0,0,0,100,0
23225,20,0,0,0,0,0,100,0
23228,60,0,0,0,0,0,100,0
23232,900,0,0,0,0,0,100,0
23233,160,0,0,0,0,0,100,0
23236,80,0,0,0,0,0,100,0
23237,40,0,0,0,0,0,100,0
23238,30,0,0,0,0,0,100,0
23240,270,0,0,0,0,0,100,0
23247,90,0,0,0,0,0,100,0
23252,20,0,0,0,0,0,100,0
23253,30,0,0,0,0,0,100,0
23254,180,0,0,0,0,0,100,0
23256,60,0,0,0,0,0,100,0
23257,50,0,0,0,0,0,100,0
23258,160,0,0,0,0,0,100,0
23267,60,0,0,0,0,0,100,0
23268,550,0,0,0,0,0,100,0
23272,240,0,0,0,0,0,100,0
23274,60,0,0,0,0,0,100,0
23275,150,0,0,0,0,0,100,0
23276,60,0,0,0,0,0,100,0
23278,360,0,0,0,0,0,100,0
23283,90,0,0,0,0,0,100,0
23284,110,0,0,0,0,0,100,0
23288,30,0,0,0,0,0,100,0
23289,90,0,0,0,0,0,100,0
23290,30,0,0,0,0,0,100,0
23292,60,0,0,0,0,0,100,0
23295,250,0,0,0,0,0,100,0
23296,20,0,0,0,0,0,100,0
23301,2060,0,0,0,0,0,100,0
23303,20,0,0,0,0,0,100,0
23304,360,0,0,0,0,0,100,0
23305,20,0,0,0,0,0,100,0
23306,260,0,0,0,0,0,100,0
